kafka-1  | ===> User
kafka-1  | [2025-09-15 16:59:18,009] INFO [LogDirFailureHandler]: Starting (kafka.server.ReplicaManager$LogDirFailureHandler)
kafka-1  | [2025-09-15 16:59:18,009] INFO [AddPartitionsToTxnSenderThread-1]: Starting (kafka.server.AddPartitionsToTxnManager)
kafka-1  | [2025-09-15 16:59:18,010] INFO [GroupCoordinator id=1] Starting up. (org.apache.kafka.coordinator.group.GroupCoordinatorService)
kafka-1  | [2025-09-15 16:59:18,011] INFO [GroupCoordinator id=1] Startup complete. (org.apache.kafka.coordinator.group.GroupCoordinatorService)
kafka-1  | [2025-09-15 16:59:18,012] INFO [TransactionCoordinator id=1] Starting up. (kafka.coordinator.transaction.TransactionCoordinator)
kafka-1  | [2025-09-15 16:59:18,013] INFO [TxnMarkerSenderThread-1]: Starting (kafka.coordinator.transaction.TransactionMarkerChannelManager)
kafka-1  | [2025-09-15 16:59:18,013] INFO [TransactionCoordinator id=1] Startup complete. (kafka.coordinator.transaction.TransactionCoordinator)
kafka-1  | [2025-09-15 16:59:18,017] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing BrokerRegistrationTracker(id=1) with a snapshot at offset 8 (org.apache.kafka.image.loader.MetadataLoader)
kafka-1  | [2025-09-15 16:59:18,017] INFO [BrokerServer id=1] Finished waiting for the initial broker metadata update to be published (kafka.server.BrokerServer)
kafka-1  | [2025-09-15 16:59:18,018] INFO KafkaConfig values: 
kafka-1  | 	add.partitions.to.txn.retry.backoff.max.ms = 100
kafka-1  | 	add.partitions.to.txn.retry.backoff.ms = 20
kafka-1  | 	advertised.listeners = PLAINTEXT_HOST://localhost:9092,PLAINTEXT://kafka:19092
kafka-1  | 	alter.config.policy.class.name = null
kafka-1  | 	alter.log.dirs.replication.quota.window.num = 11
kafka-1  | 	alter.log.dirs.replication.quota.window.size.seconds = 1
kafka-1  | 	authorizer.class.name = 
kafka-1  | 	auto.create.topics.enable = true
kafka-1  | 	auto.leader.rebalance.enable = true
kafka-1  | 	background.threads = 10
kafka-1  | 	broker.heartbeat.interval.ms = 2000
kafka-1  | 	broker.id = 1
kafka-1  | 	broker.rack = null
kafka-1  | 	broker.session.timeout.ms = 9000
kafka-1  | 	client.quota.callback.class = null
kafka-1  | 	compression.gzip.level = -1
kafka-1  | 	compression.lz4.level = 9
kafka-1  | 	compression.type = producer
kafka-1  | 	compression.zstd.level = 3
kafka-1  | 	connection.failed.authentication.delay.ms = 100
kafka-1  | 	connections.max.idle.ms = 600000
kafka-1  | 	connections.max.reauth.ms = 0
kafka-1  | 	controlled.shutdown.enable = true
kafka-1  | 	controller.listener.names = CONTROLLER
kafka-1  | 	controller.performance.always.log.threshold.ms = 2000
kafka-1  | 	controller.performance.sample.period.ms = 60000
kafka-1  | 	controller.quorum.append.linger.ms = 25
kafka-1  | 	controller.quorum.bootstrap.servers = []
kafka-1  | 	controller.quorum.election.backoff.max.ms = 1000
kafka-1  | 	controller.quorum.election.timeout.ms = 1000
kafka-1  | 	controller.quorum.fetch.timeout.ms = 2000
kafka-1  | 	controller.quorum.request.timeout.ms = 2000
kafka-1  | 	controller.quorum.retry.backoff.ms = 20
kafka-1  | 	controller.quorum.voters = [1@kafka:9093]
kafka-1  | 	controller.quota.window.num = 11
kafka-1  | 	controller.quota.window.size.seconds = 1
kafka-1  | 	controller.socket.timeout.ms = 30000
kafka-1  | 	create.topic.policy.class.name = null
kafka-1  | 	default.replication.factor = 1
kafka-1  | 	delegation.token.expiry.check.interval.ms = 3600000
kafka-1  | 	delegation.token.expiry.time.ms = 86400000
kafka-1  | 	delegation.token.max.lifetime.ms = 604800000
kafka-1  | 	delegation.token.secret.key = null
kafka-1  | 	delete.records.purgatory.purge.interval.requests = 1
kafka-1  | 	delete.topic.enable = true
kafka-1  | 	early.start.listeners = null
kafka-1  | 	fetch.max.bytes = 57671680
kafka-1  | 	fetch.purgatory.purge.interval.requests = 1000
kafka-1  | 	group.consumer.assignors = [uniform, range]
kafka-1  | 	group.consumer.heartbeat.interval.ms = 5000
kafka-1  | 	group.consumer.max.heartbeat.interval.ms = 15000
kafka-1  | 	group.consumer.max.session.timeout.ms = 60000
kafka-1  | 	group.consumer.max.size = 2147483647
kafka-1  | 	group.consumer.migration.policy = bidirectional
kafka-1  | 	group.consumer.min.heartbeat.interval.ms = 5000
kafka-1  | 	group.consumer.min.session.timeout.ms = 45000
kafka-1  | 	group.consumer.session.timeout.ms = 45000
kafka-1  | 	group.coordinator.append.linger.ms = 5
kafka-1  | 	group.coordinator.new.enable = true
kafka-1  | 	group.coordinator.rebalance.protocols = [classic, consumer]
kafka-1  | 	group.coordinator.threads = 4
kafka-1  | 	group.initial.rebalance.delay.ms = 0
kafka-1  | 	group.max.session.timeout.ms = 1800000
kafka-1  | 	group.max.size = 2147483647
kafka-1  | 	group.min.session.timeout.ms = 6000
kafka-1  | 	group.share.delivery.count.limit = 5
kafka-1  | 	group.share.enable = false
kafka-1  | 	group.share.heartbeat.interval.ms = 5000
kafka-1  | 	group.share.max.groups = 10
kafka-1  | 	group.share.max.heartbeat.interval.ms = 15000
kafka-1  | 	group.share.max.record.lock.duration.ms = 60000
kafka-1  | 	group.share.max.session.timeout.ms = 60000
kafka-1  | 	group.share.max.size = 200
kafka-1  | 	group.share.min.heartbeat.interval.ms = 5000
kafka-1  | 	group.share.min.record.lock.duration.ms = 15000
kafka-1  | 	group.share.min.session.timeout.ms = 45000
kafka-1  | 	group.share.partition.max.record.locks = 200
kafka-1  | 	group.share.persister.class.name = org.apache.kafka.server.share.persister.DefaultStatePersister
kafka-1  | 	group.share.record.lock.duration.ms = 30000
kafka-1  | 	group.share.session.timeout.ms = 45000
kafka-1  | 	initial.broker.registration.timeout.ms = 60000
kafka-1  | 	inter.broker.listener.name = PLAINTEXT
kafka-1  | 	kafka.metrics.polling.interval.secs = 10
kafka-1  | 	kafka.metrics.reporters = []
kafka-1  | 	leader.imbalance.check.interval.seconds = 300
kafka-1  | 	listener.security.protocol.map = CONTROLLER:PLAINTEXT,PLAINTEXT:PLAINTEXT,PLAINTEXT_HOST:PLAINTEXT
kafka-1  | 	listeners = CONTROLLER://:9093,PLAINTEXT_HOST://:9092,PLAINTEXT://:19092
kafka-1  | 	log.cleaner.backoff.ms = 15000
kafka-1  | 	log.cleaner.dedupe.buffer.size = 134217728
kafka-1  | 	log.cleaner.delete.retention.ms = 86400000
kafka-1  | 	log.cleaner.enable = true
kafka-1  | 	log.cleaner.io.buffer.load.factor = 0.9
kafka-1  | 	log.cleaner.io.buffer.size = 524288
kafka-1  | 	log.cleaner.io.max.bytes.per.second = 1.7976931348623157E308
kafka-1  | 	log.cleaner.max.compaction.lag.ms = 9223372036854775807
kafka-1  | 	log.cleaner.min.cleanable.ratio = 0.5
kafka-1  | 	log.cleaner.min.compaction.lag.ms = 0
kafka-1  | 	log.cleaner.threads = 1
kafka-1  | 	log.cleanup.policy = [delete]
kafka-1  | 	log.dir = /tmp/kafka-logs
kafka-1  | 	log.dir.failure.timeout.ms = 30000
kafka-1  | 	log.dirs = null
kafka-1  | 	log.flush.interval.messages = 9223372036854775807
kafka-1  | 	log.flush.interval.ms = null
kafka-1  | 	log.flush.offset.checkpoint.interval.ms = 60000
kafka-1  | 	log.flush.scheduler.interval.ms = 9223372036854775807
kafka-1  | 	log.flush.start.offset.checkpoint.interval.ms = 60000
kafka-1  | 	log.index.interval.bytes = 4096
kafka-1  | 	log.index.size.max.bytes = 10485760
kafka-1  | 	log.initial.task.delay.ms = 30000
kafka-1  | 	log.local.retention.bytes = -2
kafka-1  | 	log.local.retention.ms = -2
kafka-1  | 	log.message.timestamp.after.max.ms = 3600000
kafka-1  | 	log.message.timestamp.before.max.ms = 9223372036854775807
kafka-1  | 	log.message.timestamp.type = CreateTime
kafka-1  | 	log.preallocate = false
kafka-1  | 	log.retention.bytes = -1
kafka-1  | 	log.retention.check.interval.ms = 5000
kafka-1  | 	log.retention.hours = 168
kafka-1  | 	log.retention.minutes = null
kafka-1  | 	log.retention.ms = null
kafka-1  | 	log.roll.hours = 168
kafka-1  | 	log.roll.jitter.hours = 0
kafka-1  | 	log.roll.jitter.ms = null
kafka-1  | 	log.roll.ms = null
kafka-1  | 	log.segment.bytes = 1073741824
kafka-1  | 	log.segment.delete.delay.ms = 60000
kafka-1  | 	max.connection.creation.rate = 2147483647
kafka-1  | 	max.connections = 2147483647
kafka-1  | 	max.connections.per.ip = 2147483647
kafka-1  | 	max.connections.per.ip.overrides = 
kafka-1  | 	max.incremental.fetch.session.cache.slots = 1000
kafka-1  | 	max.request.partition.size.limit = 2000
kafka-1  | 	message.max.bytes = 1048588
kafka-1  | 	metadata.log.dir = null
kafka-1  | 	metadata.log.max.record.bytes.between.snapshots = 20971520
kafka-1  | 	metadata.log.max.snapshot.interval.ms = 3600000
kafka-1  | 	metadata.log.segment.bytes = 1073741824
kafka-1  | 	metadata.log.segment.min.bytes = 8388608
kafka-1  | 	metadata.log.segment.ms = 604800000
kafka-1  | 	metadata.max.idle.interval.ms = 500
kafka-1  | 	metadata.max.retention.bytes = 104857600
kafka-1  | 	metadata.max.retention.ms = 604800000
kafka-1  | 	metric.reporters = [org.apache.kafka.common.metrics.JmxReporter]
kafka-1  | 	metrics.num.samples = 2
kafka-1  | 	metrics.recording.level = INFO
kafka-1  | 	metrics.sample.window.ms = 30000
kafka-1  | 	min.insync.replicas = 1
kafka-1  | 	node.id = 1
kafka-1  | 	num.io.threads = 8
kafka-1  | 	num.network.threads = 3
kafka-1  | 	num.partitions = 1
kafka-1  | 	num.recovery.threads.per.data.dir = 2
kafka-1  | 	num.replica.alter.log.dirs.threads = null
kafka-1  | 	num.replica.fetchers = 1
kafka-1  | 	offset.metadata.max.bytes = 4096
kafka-1  | 	offsets.commit.timeout.ms = 5000
kafka-1  | 	offsets.load.buffer.size = 5242880
kafka-1  | 	offsets.retention.check.interval.ms = 600000
kafka-1  | 	offsets.retention.minutes = 10080
kafka-1  | 	offsets.topic.compression.codec = 0
kafka-1  | 	offsets.topic.num.partitions = 50
kafka-1  | 	offsets.topic.replication.factor = 1
kafka-1  | 	offsets.topic.segment.bytes = 104857600
kafka-1  | 	principal.builder.class = class org.apache.kafka.common.security.authenticator.DefaultKafkaPrincipalBuilder
kafka-1  | 	process.roles = [broker, controller]
kafka-1  | 	producer.id.expiration.check.interval.ms = 600000
kafka-1  | 	producer.id.expiration.ms = 86400000
kafka-1  | 	producer.purgatory.purge.interval.requests = 1000
kafka-1  | 	queued.max.request.bytes = -1
kafka-1  | 	queued.max.requests = 500
kafka-1  | 	quota.window.num = 11
kafka-1  | 	quota.window.size.seconds = 1
kafka-1  | 	remote.fetch.max.wait.ms = 500
kafka-1  | 	remote.list.offsets.request.timeout.ms = 30000
kafka-1  | 	remote.log.index.file.cache.total.size.bytes = 1073741824
kafka-1  | 	remote.log.manager.copier.thread.pool.size = 10
kafka-1  | 	remote.log.manager.copy.max.bytes.per.second = 9223372036854775807
kafka-1  | 	remote.log.manager.copy.quota.window.num = 11
kafka-1  | 	remote.log.manager.copy.quota.window.size.seconds = 1
kafka-1  | 	remote.log.manager.expiration.thread.pool.size = 10
kafka-1  | 	remote.log.manager.fetch.max.bytes.per.second = 9223372036854775807
kafka-1  | 	remote.log.manager.fetch.quota.window.num = 11
kafka-1  | 	remote.log.manager.fetch.quota.window.size.seconds = 1
kafka-1  | 	remote.log.manager.task.interval.ms = 5000
kafka-1  | 	remote.log.manager.task.retry.backoff.max.ms = 30000
kafka-1  | 	remote.log.manager.task.retry.backoff.ms = 500
kafka-1  | 	remote.log.manager.task.retry.jitter = 0.2
kafka-1  | 	remote.log.manager.thread.pool.size = 2
kafka-1  | 	remote.log.metadata.custom.metadata.max.bytes = 128
kafka-1  | 	remote.log.metadata.manager.class.name = org.apache.kafka.server.log.remote.metadata.storage.TopicBasedRemoteLogMetadataManager
kafka-1  | 	remote.log.metadata.manager.class.path = null
kafka-1  | 	remote.log.metadata.manager.impl.prefix = rlmm.config.
kafka-1  | 	remote.log.metadata.manager.listener.name = PLAINTEXT
kafka-1  | 	remote.log.reader.max.pending.tasks = 100
kafka-1  | 	remote.log.reader.threads = 10
kafka-1  | 	remote.log.storage.manager.class.name = io.aiven.kafka.tieredstorage.RemoteStorageManager
kafka-1  | 	remote.log.storage.manager.class.path = /home/appuser/plugin/*
kafka-1  | 	remote.log.storage.manager.impl.prefix = rsm.config.
kafka-1  | 	remote.log.storage.system.enable = true
kafka-1  | 	replica.fetch.backoff.ms = 1000
kafka-1  | 	replica.fetch.max.bytes = 1048576
kafka-1  | 	replica.fetch.min.bytes = 1
kafka-1  | 	replica.fetch.response.max.bytes = 10485760
kafka-1  | 	replica.fetch.wait.max.ms = 500
kafka-1  | 	replica.high.watermark.checkpoint.interval.ms = 5000
kafka-1  | 	replica.lag.time.max.ms = 30000
kafka-1  | 	replica.selector.class = null
kafka-1  | 	replica.socket.receive.buffer.bytes = 65536
kafka-1  | 	replica.socket.timeout.ms = 30000
kafka-1  | 	replication.quota.window.num = 11
kafka-1  | 	replication.quota.window.size.seconds = 1
kafka-1  | 	request.timeout.ms = 30000
kafka-1  | 	sasl.client.callback.handler.class = null
kafka-1  | 	sasl.enabled.mechanisms = [GSSAPI]
kafka-1  | 	sasl.jaas.config = null
kafka-1  | 	sasl.kerberos.kinit.cmd = /usr/bin/kinit
kafka-1  | 	sasl.kerberos.min.time.before.relogin = 60000
kafka-1  | 	sasl.kerberos.principal.to.local.rules = [DEFAULT]
kafka-1  | 	sasl.kerberos.service.name = null
kafka-1  | 	sasl.kerberos.ticket.renew.jitter = 0.05
kafka-1  | 	sasl.kerberos.ticket.renew.window.factor = 0.8
kafka-1  | 	sasl.login.callback.handler.class = null
kafka-1  | 	sasl.login.class = null
kafka-1  | 	sasl.login.connect.timeout.ms = null
kafka-1  | 	sasl.login.read.timeout.ms = null
kafka-1  | 	sasl.login.refresh.buffer.seconds = 300
kafka-1  | 	sasl.login.refresh.min.period.seconds = 60
kafka-1  | 	sasl.login.refresh.window.factor = 0.8
kafka-1  | 	sasl.login.refresh.window.jitter = 0.05
kafka-1  | 	sasl.login.retry.backoff.max.ms = 10000
kafka-1  | 	sasl.login.retry.backoff.ms = 100
kafka-1  | 	sasl.mechanism.controller.protocol = GSSAPI
kafka-1  | 	sasl.mechanism.inter.broker.protocol = GSSAPI
kafka-1  | 	sasl.oauthbearer.clock.skew.seconds = 30
kafka-1  | 	sasl.oauthbearer.expected.audience = null
kafka-1  | 	sasl.oauthbearer.expected.issuer = null
kafka-1  | 	sasl.oauthbearer.jwks.endpoint.refresh.ms = 3600000
kafka-1  | 	sasl.oauthbearer.jwks.endpoint.retry.backoff.max.ms = 10000
kafka-1  | 	sasl.oauthbearer.jwks.endpoint.retry.backoff.ms = 100
kafka-1  | 	sasl.oauthbearer.jwks.endpoint.url = null
kafka-1  | 	sasl.oauthbearer.scope.claim.name = scope
kafka-1  | 	sasl.oauthbearer.sub.claim.name = sub
kafka-1  | 	sasl.oauthbearer.token.endpoint.url = null
kafka-1  | 	sasl.server.callback.handler.class = null
kafka-1  | 	sasl.server.max.receive.size = 524288
kafka-1  | 	security.inter.broker.protocol = PLAINTEXT
kafka-1  | 	security.providers = null
kafka-1  | 	server.max.startup.time.ms = 9223372036854775807
kafka-1  | 	share.coordinator.append.linger.ms = 10
kafka-1  | 	share.coordinator.load.buffer.size = 5242880
kafka-1  | 	share.coordinator.snapshot.update.records.per.snapshot = 500
kafka-1  | 	share.coordinator.state.topic.compression.codec = 0
kafka-1  | 	share.coordinator.state.topic.min.isr = 2
kafka-1  | 	share.coordinator.state.topic.num.partitions = 50
kafka-1  | 	share.coordinator.state.topic.prune.interval.ms = 300000
kafka-1  | 	share.coordinator.state.topic.replication.factor = 3
kafka-1  | 	share.coordinator.state.topic.segment.bytes = 104857600
kafka-1  | 	share.coordinator.threads = 1
kafka-1  | 	share.coordinator.write.timeout.ms = 5000
kafka-1  | 	share.fetch.max.fetch.records = 2147483647
kafka-1  | 	share.fetch.purgatory.purge.interval.requests = 1000
kafka-1  | 	socket.connection.setup.timeout.max.ms = 30000
kafka-1  | 	socket.connection.setup.timeout.ms = 10000
kafka-1  | 	socket.listen.backlog.size = 50
kafka-1  | 	socket.receive.buffer.bytes = 102400
kafka-1  | 	socket.request.max.bytes = 104857600
kafka-1  | 	socket.send.buffer.bytes = 102400
kafka-1  | 	ssl.allow.dn.changes = false
kafka-1  | 	ssl.allow.san.changes = false
kafka-1  | 	ssl.cipher.suites = []
kafka-1  | 	ssl.client.auth = none
kafka-1  | 	ssl.enabled.protocols = [TLSv1.2, TLSv1.3]
kafka-1  | 	ssl.endpoint.identification.algorithm = https
kafka-1  | 	ssl.engine.factory.class = null
kafka-1  | 	ssl.key.password = null
kafka-1  | 	ssl.keymanager.algorithm = SunX509
kafka-1  | 	ssl.keystore.certificate.chain = null
kafka-1  | 	ssl.keystore.key = null
kafka-1  | 	ssl.keystore.location = null
kafka-1  | 	ssl.keystore.password = null
kafka-1  | 	ssl.keystore.type = JKS
kafka-1  | 	ssl.principal.mapping.rules = DEFAULT
kafka-1  | 	ssl.protocol = TLSv1.3
kafka-1  | 	ssl.provider = null
kafka-1  | 	ssl.secure.random.implementation = null
kafka-1  | 	ssl.trustmanager.algorithm = PKIX
kafka-1  | 	ssl.truststore.certificates = null
kafka-1  | 	ssl.truststore.location = null
kafka-1  | 	ssl.truststore.password = null
kafka-1  | 	ssl.truststore.type = JKS
kafka-1  | 	telemetry.max.bytes = 1048576
kafka-1  | 	transaction.abort.timed.out.transaction.cleanup.interval.ms = 10000
kafka-1  | 	transaction.max.timeout.ms = 900000
kafka-1  | 	transaction.partition.verification.enable = true
kafka-1  | 	transaction.remove.expired.transaction.cleanup.interval.ms = 3600000
kafka-1  | 	transaction.state.log.load.buffer.size = 5242880
kafka-1  | 	transaction.state.log.min.isr = 1
kafka-1  | 	transaction.state.log.num.partitions = 50
kafka-1  | 	transaction.state.log.replication.factor = 1
kafka-1  | 	transaction.state.log.segment.bytes = 104857600
kafka-1  | 	transactional.id.expiration.ms = 604800000
kafka-1  | 	unclean.leader.election.enable = false
kafka-1  | 	unclean.leader.election.interval.ms = 300000
kafka-1  | 	unstable.api.versions.enable = false
kafka-1  | 	unstable.feature.versions.enable = false
kafka-1  |  (org.apache.kafka.common.config.AbstractConfig)
kafka-1  | [2025-09-15 16:59:18,021] INFO [BrokerServer id=1] Waiting for the broker to be unfenced (kafka.server.BrokerServer)
kafka-1  | [2025-09-15 16:59:18,052] INFO [BrokerLifecycleManager id=1] The broker has been unfenced. Transitioning from RECOVERY to RUNNING. (kafka.server.BrokerLifecycleManager)
kafka-1  | [2025-09-15 16:59:18,052] INFO [BrokerServer id=1] Finished waiting for the broker to be unfenced (kafka.server.BrokerServer)
kafka-1  | [2025-09-15 16:59:18,054] INFO authorizerStart completed for endpoint PLAINTEXT. Endpoint is now READY. (org.apache.kafka.server.network.EndpointReadyFutures)
kafka-1  | [2025-09-15 16:59:18,054] INFO authorizerStart completed for endpoint PLAINTEXT_HOST. Endpoint is now READY. (org.apache.kafka.server.network.EndpointReadyFutures)
kafka-1  | [2025-09-15 16:59:18,054] INFO [SocketServer listenerType=BROKER, nodeId=1] Enabling request processing. (kafka.network.SocketServer)
kafka-1  | [2025-09-15 16:59:18,054] INFO Awaiting socket connections on 0.0.0.0:9092. (kafka.network.DataPlaneAcceptor)
kafka-1  | [2025-09-15 16:59:18,055] INFO Awaiting socket connections on 0.0.0.0:19092. (kafka.network.DataPlaneAcceptor)
kafka-1  | [2025-09-15 16:59:18,055] INFO [AdminClient clientId=adminclient-1] Rebootstrapping with Cluster(id = null, nodes = [kafka:19092 (id: -1 rack: null isFenced: false)], partitions = [], controller = null) (org.apache.kafka.clients.admin.internals.AdminMetadataManager)
kafka-1  | [2025-09-15 16:59:18,055] INFO [AdminClient clientId=adminclient-1] Rebootstrapping with Cluster(id = null, nodes = [kafka:19092 (id: -1 rack: null isFenced: false)], partitions = [], controller = null) (org.apache.kafka.clients.admin.internals.AdminMetadataManager)
kafka-1  | [2025-09-15 16:59:18,059] INFO [BrokerServer id=1] Waiting for all of the authorizer futures to be completed (kafka.server.BrokerServer)
kafka-1  | [2025-09-15 16:59:18,059] INFO [BrokerServer id=1] Finished waiting for all of the authorizer futures to be completed (kafka.server.BrokerServer)
kafka-1  | [2025-09-15 16:59:18,059] INFO [BrokerServer id=1] Waiting for all of the SocketServer Acceptors to be started (kafka.server.BrokerServer)
kafka-1  | [2025-09-15 16:59:18,059] INFO [BrokerServer id=1] Finished waiting for all of the SocketServer Acceptors to be started (kafka.server.BrokerServer)
kafka-1  | [2025-09-15 16:59:18,059] INFO [BrokerServer id=1] Transition from STARTING to STARTED (kafka.server.BrokerServer)
kafka-1  | [2025-09-15 16:59:18,059] INFO Kafka version: 4.0.0 (org.apache.kafka.common.utils.AppInfoParser)
kafka-1  | [2025-09-15 16:59:18,059] INFO Kafka commitId: 985bc99521dd22bb (org.apache.kafka.common.utils.AppInfoParser)
kafka-1  | [2025-09-15 16:59:18,060] INFO Kafka startTimeMs: 1757955558059 (org.apache.kafka.common.utils.AppInfoParser)
kafka-1  | [2025-09-15 16:59:18,060] INFO [KafkaRaftServer nodeId=1] Kafka Server started (kafka.server.KafkaRaftServer)
kafka-1  | [2025-09-15 16:59:18,196] INFO Topic __remote_log_metadata does not exist. Error: This server does not host this topic-partition. (org.apache.kafka.server.log.remote.metadata.storage.TopicBasedRemoteLogMetadataManager)
kafka-1  | [2025-09-15 16:59:18,244] INFO [ReplicaFetcherManager on broker 1] Removed fetcher for partitions Set(__remote_log_metadata-42, __remote_log_metadata-9, __remote_log_metadata-38, __remote_log_metadata-5, __remote_log_metadata-17, __remote_log_metadata-46, __remote_log_metadata-13, __remote_log_metadata-25, __remote_log_metadata-21, __remote_log_metadata-4, __remote_log_metadata-33, __remote_log_metadata-0, __remote_log_metadata-29, __remote_log_metadata-43, __remote_log_metadata-10, __remote_log_metadata-39, __remote_log_metadata-6, __remote_log_metadata-18, __remote_log_metadata-47, __remote_log_metadata-14, __remote_log_metadata-26, __remote_log_metadata-22, __remote_log_metadata-34, __remote_log_metadata-1, __remote_log_metadata-30, __remote_log_metadata-44, __remote_log_metadata-11, __remote_log_metadata-40, __remote_log_metadata-7, __remote_log_metadata-19, __remote_log_metadata-48, __remote_log_metadata-15, __remote_log_metadata-27, __remote_log_metadata-23, __remote_log_metadata-35, __remote_log_metadata-2, __remote_log_metadata-31, __remote_log_metadata-12, __remote_log_metadata-41, __remote_log_metadata-8, __remote_log_metadata-37, __remote_log_metadata-20, __remote_log_metadata-49, __remote_log_metadata-16, __remote_log_metadata-45, __remote_log_metadata-28, __remote_log_metadata-24, __remote_log_metadata-36, __remote_log_metadata-3, __remote_log_metadata-32) (kafka.server.ReplicaFetcherManager)
kafka-1  | [2025-09-15 16:59:18,246] INFO Topic __remote_log_metadata created. TopicId: H1LHF60ESS-skwbuMiTTmg, numPartitions: 50, replicationFactor: 1, config: [remote.storage.enable=false, cleanup.policy=delete, retention.ms=-1] (org.apache.kafka.server.log.remote.metadata.storage.TopicBasedRemoteLogMetadataManager)
kafka-1  | [2025-09-15 16:59:18,254] INFO [LogLoader partition=__remote_log_metadata-42, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,257] INFO Created log for partition __remote_log_metadata-42 in /tmp/kafka-logs/__remote_log_metadata-42 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,258] INFO [Partition __remote_log_metadata-42 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-42 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,267] INFO [Partition __remote_log_metadata-42 broker=1] Log loaded for partition __remote_log_metadata-42 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,291] INFO ProducerConfig values: 
kafka-1  | 	acks = -1
kafka-1  | 	batch.size = 16384
kafka-1  | 	bootstrap.servers = [kafka:19092]
kafka-1  | 	buffer.memory = 33554432
kafka-1  | 	client.dns.lookup = use_all_dns_ips
kafka-1  | 	client.id = __remote_log_metadata_client_1_producer
kafka-1  | 	compression.gzip.level = -1
kafka-1  | 	compression.lz4.level = 9
kafka-1  | 	compression.type = none
kafka-1  | 	compression.zstd.level = 3
kafka-1  | 	connections.max.idle.ms = 540000
kafka-1  | 	delivery.timeout.ms = 120000
kafka-1  | 	enable.idempotence = true
kafka-1  | 	enable.metrics.push = true
kafka-1  | 	interceptor.classes = []
kafka-1  | 	key.serializer = class org.apache.kafka.common.serialization.ByteArraySerializer
kafka-1  | 	linger.ms = 5
kafka-1  | 	max.block.ms = 60000
kafka-1  | 	max.in.flight.requests.per.connection = 5
kafka-1  | 	max.request.size = 1048576
kafka-1  | 	metadata.max.age.ms = 300000
kafka-1  | 	metadata.max.idle.ms = 300000
kafka-1  | 	metadata.recovery.rebootstrap.trigger.ms = 300000
kafka-1  | 	metadata.recovery.strategy = rebootstrap
kafka-1  | 	metric.reporters = [org.apache.kafka.common.metrics.JmxReporter]
kafka-1  | 	metrics.num.samples = 2
kafka-1  | 	metrics.recording.level = INFO
kafka-1  | 	metrics.sample.window.ms = 30000
kafka-1  | 	partitioner.adaptive.partitioning.enable = true
kafka-1  | 	partitioner.availability.timeout.ms = 0
kafka-1  | 	partitioner.class = null
kafka-1  | 	partitioner.ignore.keys = false
kafka-1  | 	receive.buffer.bytes = 32768
kafka-1  | 	reconnect.backoff.max.ms = 1000
kafka-1  | 	reconnect.backoff.ms = 50
kafka-1  | 	request.timeout.ms = 30000
kafka-1  | 	retries = 2147483647
kafka-1  | 	retry.backoff.max.ms = 1000
kafka-1  | 	retry.backoff.ms = 100
kafka-1  | 	sasl.client.callback.handler.class = null
kafka-1  | 	sasl.jaas.config = null
kafka-1  | 	sasl.kerberos.kinit.cmd = /usr/bin/kinit
kafka-1  | 	sasl.kerberos.min.time.before.relogin = 60000
kafka-1  | 	sasl.kerberos.service.name = null
kafka-1  | 	sasl.kerberos.ticket.renew.jitter = 0.05
kafka-1  | 	sasl.kerberos.ticket.renew.window.factor = 0.8
kafka-1  | 	sasl.login.callback.handler.class = null
kafka-1  | 	sasl.login.class = null
kafka-1  | 	sasl.login.connect.timeout.ms = null
kafka-1  | 	sasl.login.read.timeout.ms = null
kafka-1  | 	sasl.login.refresh.buffer.seconds = 300
kafka-1  | 	sasl.login.refresh.min.period.seconds = 60
kafka-1  | 	sasl.login.refresh.window.factor = 0.8
kafka-1  | 	sasl.login.refresh.window.jitter = 0.05
kafka-1  | 	sasl.login.retry.backoff.max.ms = 10000
kafka-1  | 	sasl.login.retry.backoff.ms = 100
kafka-1  | 	sasl.mechanism = GSSAPI
kafka-1  | 	sasl.oauthbearer.clock.skew.seconds = 30
kafka-1  | 	sasl.oauthbearer.expected.audience = null
kafka-1  | 	sasl.oauthbearer.expected.issuer = null
kafka-1  | 	sasl.oauthbearer.header.urlencode = false
kafka-1  | 	sasl.oauthbearer.jwks.endpoint.refresh.ms = 3600000
kafka-1  | 	sasl.oauthbearer.jwks.endpoint.retry.backoff.max.ms = 10000
kafka-1  | 	sasl.oauthbearer.jwks.endpoint.retry.backoff.ms = 100
kafka-1  | 	sasl.oauthbearer.jwks.endpoint.url = null
kafka-1  | 	sasl.oauthbearer.scope.claim.name = scope
kafka-1  | 	sasl.oauthbearer.sub.claim.name = sub
kafka-1  | 	sasl.oauthbearer.token.endpoint.url = null
kafka-1  | 	security.protocol = PLAINTEXT
kafka-1  | 	security.providers = null
