Hello, World!33333333333333333333333333333333333333333333333333333333333333333
====--PcapFileProcess  fname:/home/avorovich/pcap/rp_tap0.pcap
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58796-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58848-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48528-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58824-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39634-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58862-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39656-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48556-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58734-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:50974-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48686-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48700-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39650-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48496-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58764-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58682-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48518-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:50974-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58700-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48470-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58696-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48540-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48554-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39658-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58810-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:42332-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39658-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48618-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58780-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58842-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48718-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48634-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58760-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58746-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:48552-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48672-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58904-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48588-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48482-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48480-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:40110-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48530-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39624-192.168.110.51:1096
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:15
frame stats  tcp_pair_key:192.168.110.61:41072-192.168.110.51:1096  frame_count:197  syn_count:0  fin_count:0  rst_count:1  isn:001979239428  "seq_gap_pos_count %":0.0757576  "seq_gap_neg_count %":0
kafka stats  kafka_count:196  kafka_len_tot:000000025080  tcp_payload_len_tot:000000025080  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:consumer-sub-000-nOkgFv0-7
kafka_non_ack_count:109  pct_non_ack!!!:0.553299
kafka req  list  
gaps_pos!!!  seq_gap_pos_count:3
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.71:48506  frame_count:34  syn_count:0  fin_count:0  rst_count:0  isn:003357980368  "seq_gap_pos_count %":0.0857143  "seq_gap_neg_count %":0
kafka stats  kafka_count:34  kafka_len_tot:000000002652  tcp_payload_len_tot:000000002652  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:1838  iframe:10918
kafka_corr_id:1840  iframe:29737
kafka_corr_id:1848  iframe:33823
kafka_corr_id:1851  iframe:37966
kafka_corr_id:1887  iframe:75269
kafka_corr_id:1890  iframe:87173
kafka_corr_id:1904  iframe:88062
kafka_corr_id:1907  iframe:92169
kafka_corr_id:1916  iframe:97252
kafka_corr_id:1917  iframe:101475
kafka_corr_id:1919  iframe:101764
kafka_corr_id:1920  iframe:119152
kafka_corr_id:1928  iframe:120048
kafka_corr_id:1929  iframe:120386
kafka_corr_id:1930  iframe:124871
kafka_corr_id:1932  iframe:129933
kafka_corr_id:1935  iframe:131928
kafka_corr_id:1936  iframe:132506
kafka_corr_id:1937  iframe:132988
kafka_corr_id:1938  iframe:147712
kafka_corr_id:1962  iframe:148086
kafka_corr_id:1978  iframe:171965
kafka_corr_id:1982  iframe:172719
kafka_corr_id:1985  iframe:173529
kafka_corr_id:1986  iframe:174656
kafka_corr_id:1993  iframe:186524
kafka_corr_id:2010  iframe:204592
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:136
frame stats  tcp_pair_key:192.168.110.71:48552-192.168.110.51:1096  frame_count:639  syn_count:0  fin_count:0  rst_count:1  isn:003031492081  "seq_gap_pos_count %":0.2125  "seq_gap_neg_count %":0
kafka stats  kafka_count:21  kafka_len_tot:000019677484  tcp_payload_len_tot:000030866510  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-2
kafka_non_ack_count:6  pct_non_ack!!!:0.272727
kafka req  list  
kafka_corr_id:1884  ack:1  iframe:14614
kafka_corr_id:1885  ack:1  iframe:14681
kafka_corr_id:1886  ack:1  iframe:14750
kafka_corr_id:1899  ack:1  iframe:23402
kafka_corr_id:1902  ack:1  iframe:26718
kafka_corr_id:1921  ack:1  iframe:57114
kafka_corr_id:1922  ack:0  iframe:58746
kafka_corr_id:1940  ack:0  iframe:72409
kafka_corr_id:1953  ack:1  iframe:86884
kafka_corr_id:1954  ack:0  iframe:87993
kafka_corr_id:1961  ack:0  iframe:102323
kafka_corr_id:1970  ack:1  iframe:102982
kafka_corr_id:1979  ack:1  iframe:104172
kafka_corr_id:1980  ack:1  iframe:104591
kafka_corr_id:1986  ack:1  iframe:118278
kafka_corr_id:1999  ack:0  iframe:131326
kafka_corr_id:2020  ack:0  iframe:150152
kafka_corr_id:2031  ack:1  iframe:164445
kafka_corr_id:2035  ack:1  iframe:167268
kafka_corr_id:2046  ack:1  iframe:179841
kafka_corr_id:2059  ack:1  iframe:203450
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:2
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.71:48552  frame_count:41  syn_count:0  fin_count:0  rst_count:0  isn:002228620949  "seq_gap_pos_count %":0.047619  "seq_gap_neg_count %":0
kafka stats  kafka_count:41  kafka_len_tot:000000003198  tcp_payload_len_tot:000000003198  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:1889  iframe:23242
kafka_corr_id:1904  iframe:46123
kafka_corr_id:1907  iframe:56652
kafka_corr_id:1922  iframe:58496
kafka_corr_id:1923  iframe:61904
kafka_corr_id:1924  iframe:71761
kafka_corr_id:1940  iframe:72268
kafka_corr_id:1941  iframe:86593
kafka_corr_id:1954  iframe:87790
kafka_corr_id:1955  iframe:94127
kafka_corr_id:1961  iframe:102320
kafka_corr_id:1969  iframe:102832
kafka_corr_id:1981  iframe:104875
kafka_corr_id:1982  iframe:106110
kafka_corr_id:1988  iframe:118496
kafka_corr_id:1997  iframe:125591
kafka_corr_id:2000  iframe:131910
kafka_corr_id:2001  iframe:132610
kafka_corr_id:2002  iframe:133085
kafka_corr_id:2005  iframe:143069
kafka_corr_id:2020  iframe:149969
kafka_corr_id:2025  iframe:164364
kafka_corr_id:2041  iframe:172852
kafka_corr_id:2042  iframe:173365
kafka_corr_id:2043  iframe:174464
kafka_corr_id:2044  iframe:179742
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:74
frame stats  tcp_pair_key:192.168.110.71:58750-192.168.110.51:1096  frame_count:470  syn_count:0  fin_count:0  rst_count:1  isn:001358420657  "seq_gap_pos_count %":0.157113  "seq_gap_neg_count %":0
kafka stats  kafka_count:17  kafka_len_tot:000016712678  tcp_payload_len_tot:000022267662  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-10
kafka_non_ack_count:2  pct_non_ack!!!:0.111111
kafka req  list  
kafka_corr_id:1816  ack:1  iframe:23381
kafka_corr_id:1817  ack:1  iframe:31508
kafka_corr_id:1848  ack:1  iframe:53132
kafka_corr_id:1850  ack:0  iframe:64830
kafka_corr_id:1865  ack:1  iframe:68538
kafka_corr_id:1877  ack:1  iframe:80802
kafka_corr_id:1885  ack:0  iframe:94707
kafka_corr_id:1901  ack:1  iframe:103739
kafka_corr_id:1906  ack:1  iframe:112566
kafka_corr_id:1929  ack:1  iframe:150237
kafka_corr_id:1941  ack:1  iframe:164518
kafka_corr_id:1950  ack:1  iframe:167406
kafka_corr_id:1952  ack:1  iframe:167773
kafka_corr_id:1969  ack:1  iframe:181636
kafka_corr_id:1972  ack:1  iframe:200310
kafka_corr_id:1973  ack:1  iframe:200567
kafka_corr_id:1989  ack:1  iframe:204140
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:2
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.71:58750  frame_count:27  syn_count:0  fin_count:0  rst_count:0  isn:003931689705  "seq_gap_pos_count %":0.0714286  "seq_gap_neg_count %":0
kafka stats  kafka_count:27  kafka_len_tot:000000002106  tcp_payload_len_tot:000000002106  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:1802  iframe:23243
kafka_corr_id:1821  iframe:37968
kafka_corr_id:1850  iframe:57386
kafka_corr_id:1862  iframe:68350
kafka_corr_id:1886  iframe:97322
kafka_corr_id:1889  iframe:97797
kafka_corr_id:1902  iframe:104188
kafka_corr_id:1908  iframe:112647
kafka_corr_id:1932  iframe:164405
kafka_corr_id:1942  iframe:167271
kafka_corr_id:1954  iframe:181461
kafka_corr_id:1974  iframe:201582
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:108
frame stats  tcp_pair_key:192.168.110.71:58730-192.168.110.51:1096  frame_count:808  syn_count:0  fin_count:0  rst_count:1  isn:004074974655  "seq_gap_pos_count %":0.133498  "seq_gap_neg_count %":0
kafka stats  kafka_count:33  kafka_len_tot:000031020057  tcp_payload_len_tot:000041821130  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-6
kafka_non_ack_count:6  pct_non_ack!!!:0.176471
kafka req  list  
kafka_corr_id:2053  ack:1  iframe:16554
kafka_corr_id:2081  ack:1  iframe:30063
kafka_corr_id:2086  ack:1  iframe:31193
kafka_corr_id:2095  ack:0  iframe:41244
kafka_corr_id:2107  ack:1  iframe:62800
kafka_corr_id:2109  ack:0  iframe:74426
kafka_corr_id:2121  ack:1  iframe:77624
kafka_corr_id:2124  ack:1  iframe:81065
kafka_corr_id:2126  ack:1  iframe:81164
kafka_corr_id:2136  ack:1  iframe:91629
kafka_corr_id:2137  ack:1  iframe:91737
kafka_corr_id:2140  ack:1  iframe:97079
kafka_corr_id:2167  ack:1  iframe:135068
kafka_corr_id:2171  ack:0  iframe:138341
kafka_corr_id:2183  ack:1  iframe:141617
kafka_corr_id:2184  ack:1  iframe:141680
kafka_corr_id:2196  ack:0  iframe:161335
kafka_corr_id:2198  ack:1  iframe:162105
kafka_corr_id:2200  ack:1  iframe:163112
kafka_corr_id:2218  ack:0  iframe:184459
kafka_corr_id:2226  ack:1  iframe:184804
kafka_corr_id:2232  ack:0  iframe:190044
kafka_corr_id:2236  ack:1  iframe:190545
kafka_corr_id:2237  ack:1  iframe:190932
kafka_corr_id:2238  ack:1  iframe:191366
kafka_corr_id:2240  ack:1  iframe:192603
kafka_corr_id:2242  ack:1  iframe:193276
kafka_corr_id:2246  ack:1  iframe:195793
kafka_corr_id:2258  ack:1  iframe:202176
kafka_corr_id:2259  ack:1  iframe:202447
kafka_corr_id:2266  ack:1  iframe:203266
kafka_corr_id:2267  ack:1  iframe:203320
kafka_corr_id:2269  ack:1  iframe:203403
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:1
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.71:58730  frame_count:53  syn_count:0  fin_count:0  rst_count:0  isn:000721872663  "seq_gap_pos_count %":0.0185185  "seq_gap_neg_count %":0
kafka stats  kafka_count:53  kafka_len_tot:000000004134  tcp_payload_len_tot:000000004134  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:2088  iframe:35689
kafka_corr_id:2091  iframe:39784
kafka_corr_id:2096  iframe:43511
kafka_corr_id:2097  iframe:44076
kafka_corr_id:2109  iframe:66073
kafka_corr_id:2112  iframe:74436
kafka_corr_id:2113  iframe:74483
kafka_corr_id:2115  iframe:74548
kafka_corr_id:2122  iframe:77716
kafka_corr_id:2141  iframe:101122
kafka_corr_id:2171  iframe:138218
kafka_corr_id:2172  iframe:138733
kafka_corr_id:2173  iframe:138938
kafka_corr_id:2174  iframe:139173
kafka_corr_id:2175  iframe:139398
kafka_corr_id:2196  iframe:161112
kafka_corr_id:2197  iframe:161873
kafka_corr_id:2218  iframe:184401
kafka_corr_id:2225  iframe:184684
kafka_corr_id:2232  iframe:189984
kafka_corr_id:2235  iframe:190142
kafka_corr_id:2239  iframe:192228
kafka_corr_id:2244  iframe:195599
kafka_corr_id:2245  iframe:195698
kafka_corr_id:2247  iframe:195923
kafka_corr_id:2248  iframe:199833
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:91
frame stats  tcp_pair_key:192.168.110.71:58860-192.168.110.51:1096  frame_count:686  syn_count:0  fin_count:0  rst_count:1  isn:002222498390  "seq_gap_pos_count %":0.13246  "seq_gap_neg_count %":0
kafka stats  kafka_count:25  kafka_len_tot:000023698019  tcp_payload_len_tot:000035803929  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-5
kafka_non_ack_count:4  pct_non_ack!!!:0.153846
kafka req  list  
kafka_corr_id:2069  ack:1  iframe:16592
kafka_corr_id:2077  ack:1  iframe:18199
kafka_corr_id:2082  ack:1  iframe:20679
kafka_corr_id:2083  ack:1  iframe:20840
kafka_corr_id:2093  ack:1  iframe:22608
kafka_corr_id:2095  ack:1  iframe:22813
kafka_corr_id:2122  ack:1  iframe:44323
kafka_corr_id:2125  ack:1  iframe:55718
kafka_corr_id:2136  ack:1  iframe:63471
kafka_corr_id:2143  ack:0  iframe:72315
kafka_corr_id:2156  ack:1  iframe:86126
kafka_corr_id:2162  ack:1  iframe:94040
kafka_corr_id:2178  ack:1  iframe:103569
kafka_corr_id:2193  ack:1  iframe:119508
kafka_corr_id:2194  ack:0  iframe:120783
kafka_corr_id:2202  ack:1  iframe:133512
kafka_corr_id:2204  ack:1  iframe:133696
kafka_corr_id:2208  ack:1  iframe:134833
kafka_corr_id:2209  ack:0  iframe:136530
kafka_corr_id:2224  ack:0  iframe:138849
kafka_corr_id:2226  ack:1  iframe:139171
kafka_corr_id:2228  ack:1  iframe:139577
kafka_corr_id:2234  ack:1  iframe:141388
kafka_corr_id:2235  ack:1  iframe:141493
kafka_corr_id:2283  ack:1  iframe:203486
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:4
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.71:58860  frame_count:40  syn_count:0  fin_count:0  rst_count:0  isn:001107756381  "seq_gap_pos_count %":0.097561  "seq_gap_neg_count %":0
kafka stats  kafka_count:40  kafka_len_tot:000000003120  tcp_payload_len_tot:000000003120  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:2085  iframe:21258
kafka_corr_id:2097  iframe:44241
kafka_corr_id:2126  iframe:56023
kafka_corr_id:2129  iframe:56780
kafka_corr_id:2131  iframe:62906
kafka_corr_id:2145  iframe:86024
kafka_corr_id:2158  iframe:90415
kafka_corr_id:2159  iframe:90766
kafka_corr_id:2160  iframe:93927
kafka_corr_id:2163  iframe:102286
kafka_corr_id:2196  iframe:125734
kafka_corr_id:2198  iframe:126162
kafka_corr_id:2199  iframe:126588
kafka_corr_id:2209  iframe:136500
kafka_corr_id:2215  iframe:136699
kafka_corr_id:2223  iframe:138371
kafka_corr_id:2224  iframe:138779
kafka_corr_id:2225  iframe:139042
kafka_corr_id:2227  iframe:139487
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:140
frame stats  tcp_pair_key:192.168.110.71:48604-192.168.110.51:1096  frame_count:727  syn_count:0  fin_count:0  rst_count:1  isn:004215528990  "seq_gap_pos_count %":0.192308  "seq_gap_neg_count %":0
kafka stats  kafka_count:29  kafka_len_tot:000026243519  tcp_payload_len_tot:000037423307  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-16
kafka_non_ack_count:8  pct_non_ack!!!:0.266667
kafka req  list  
kafka_corr_id:2084  ack:1  iframe:16608
kafka_corr_id:2085  ack:1  iframe:16668
kafka_corr_id:2108  ack:1  iframe:35841
kafka_corr_id:2109  ack:1  iframe:35880
kafka_corr_id:2133  ack:0  iframe:56731
kafka_corr_id:2135  ack:1  iframe:57510
kafka_corr_id:2136  ack:1  iframe:57978
kafka_corr_id:2139  ack:1  iframe:60107
kafka_corr_id:2141  ack:1  iframe:61253
kafka_corr_id:2142  ack:1  iframe:63154
kafka_corr_id:2143  ack:0  iframe:64024
kafka_corr_id:2160  ack:0  iframe:76744
kafka_corr_id:2171  ack:0  iframe:105800
kafka_corr_id:2181  ack:1  iframe:106320
kafka_corr_id:2182  ack:1  iframe:106710
kafka_corr_id:2184  ack:0  iframe:120626
kafka_corr_id:2187  ack:0  iframe:122838
kafka_corr_id:2189  ack:0  iframe:134838
kafka_corr_id:2201  ack:1  iframe:136014
kafka_corr_id:2204  ack:1  iframe:140403
kafka_corr_id:2207  ack:1  iframe:141203
kafka_corr_id:2209  ack:1  iframe:141334
kafka_corr_id:2210  ack:1  iframe:146552
kafka_corr_id:2217  ack:1  iframe:162190
kafka_corr_id:2219  ack:0  iframe:163409
kafka_corr_id:2250  ack:1  iframe:171181
kafka_corr_id:2257  ack:1  iframe:171454
kafka_corr_id:2259  ack:1  iframe:171558
kafka_corr_id:2268  ack:1  iframe:182986
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:4
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.71:48604  frame_count:47  syn_count:0  fin_count:0  rst_count:0  isn:003425482348  "seq_gap_pos_count %":0.0833333  "seq_gap_neg_count %":0
kafka stats  kafka_count:47  kafka_len_tot:000000003666  tcp_payload_len_tot:000000003666  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:2087  iframe:16756
kafka_corr_id:2089  iframe:16848
kafka_corr_id:2111  iframe:44240
kafka_corr_id:2123  iframe:56426
kafka_corr_id:2137  iframe:58976
kafka_corr_id:2138  iframe:59887
kafka_corr_id:2140  iframe:60985
kafka_corr_id:2143  iframe:63933
kafka_corr_id:2144  iframe:75636
kafka_corr_id:2161  iframe:87176
kafka_corr_id:2171  iframe:105669
kafka_corr_id:2180  iframe:106205
kafka_corr_id:2183  iframe:120133
kafka_corr_id:2187  iframe:122711
kafka_corr_id:2189  iframe:123515
kafka_corr_id:2195  iframe:134886
kafka_corr_id:2196  iframe:135120
kafka_corr_id:2208  iframe:141242
kafka_corr_id:2218  iframe:162837
kafka_corr_id:2219  iframe:163273
kafka_corr_id:2220  iframe:165998
kafka_corr_id:2251  iframe:171273
kafka_corr_id:2264  iframe:174133
kafka_corr_id:2265  iframe:174354
kafka_corr_id:2266  iframe:182866
kafka_corr_id:2273  iframe:204548
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:92
frame stats  tcp_pair_key:192.168.110.71:58834-192.168.110.51:1096  frame_count:498  syn_count:0  fin_count:0  rst_count:1  isn:002471591936  "seq_gap_pos_count %":0.184369  "seq_gap_neg_count %":0
kafka stats  kafka_count:14  kafka_len_tot:000009981380  tcp_payload_len_tot:000023403400  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-14
kafka_non_ack_count:3  pct_non_ack!!!:0.2
kafka req  list  
kafka_corr_id:1895  ack:1  iframe:17128
kafka_corr_id:1900  ack:1  iframe:28237
kafka_corr_id:1911  ack:0  iframe:34523
kafka_corr_id:1923  ack:0  iframe:40850
kafka_corr_id:1927  ack:1  iframe:41738
kafka_corr_id:1931  ack:1  iframe:42521
kafka_corr_id:1952  ack:1  iframe:53889
kafka_corr_id:1972  ack:1  iframe:75774
kafka_corr_id:1976  ack:0  iframe:77037
kafka_corr_id:2003  ack:1  iframe:109754
kafka_corr_id:2004  ack:1  iframe:109770
kafka_corr_id:2005  ack:1  iframe:109778
kafka_corr_id:2006  ack:1  iframe:109784
kafka_corr_id:2022  ack:1  iframe:115052
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:1
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.71:58834  frame_count:34  syn_count:0  fin_count:0  rst_count:0  isn:002142023052  "seq_gap_pos_count %":0.0285714  "seq_gap_neg_count %":0
kafka stats  kafka_count:34  kafka_len_tot:000000002652  tcp_payload_len_tot:000000002652  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:1909  iframe:33812
kafka_corr_id:1911  iframe:34364
kafka_corr_id:1914  iframe:39782
kafka_corr_id:1923  iframe:40753
kafka_corr_id:1924  iframe:41619
kafka_corr_id:1929  iframe:42367
kafka_corr_id:1944  iframe:53758
kafka_corr_id:1953  iframe:54478
kafka_corr_id:1954  iframe:54713
kafka_corr_id:1955  iframe:55180
kafka_corr_id:1961  iframe:55309
kafka_corr_id:1969  iframe:75593
kafka_corr_id:1976  iframe:77001
kafka_corr_id:1977  iframe:77249
kafka_corr_id:2025  iframe:116159
kafka_corr_id:2026  iframe:116567
kafka_corr_id:2027  iframe:116686
kafka_corr_id:2028  iframe:124757
kafka_corr_id:2044  iframe:150802
kafka_corr_id:2046  iframe:151022
kafka_corr_id:2047  iframe:151520
kafka_corr_id:2051  iframe:151818
kafka_corr_id:2082  iframe:204591
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:143
frame stats  tcp_pair_key:192.168.110.71:58716-192.168.110.51:1096  frame_count:649  syn_count:0  fin_count:0  rst_count:1  isn:002454821958  "seq_gap_pos_count %":0.22  "seq_gap_neg_count %":0
kafka stats  kafka_count:25  kafka_len_tot:000023910982  tcp_payload_len_tot:000032519492  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-5
kafka_non_ack_count:7  pct_non_ack!!!:0.269231
kafka req  list  
kafka_corr_id:2022  ack:1  iframe:18887
kafka_corr_id:2023  ack:1  iframe:18910
kafka_corr_id:2034  ack:1  iframe:37219
kafka_corr_id:2036  ack:1  iframe:38495
kafka_corr_id:2043  ack:1  iframe:55714
kafka_corr_id:2062  ack:1  iframe:78885
kafka_corr_id:2066  ack:1  iframe:80005
kafka_corr_id:2067  ack:1  iframe:80343
kafka_corr_id:2070  ack:1  iframe:83059
kafka_corr_id:2085  ack:0  iframe:96185
kafka_corr_id:2112  ack:1  iframe:113768
kafka_corr_id:2116  ack:1  iframe:124628
kafka_corr_id:2124  ack:1  iframe:132177
kafka_corr_id:2125  ack:1  iframe:132608
kafka_corr_id:2133  ack:0  iframe:137987
kafka_corr_id:2136  ack:1  iframe:138319
kafka_corr_id:2159  ack:1  iframe:146290
kafka_corr_id:2171  ack:0  iframe:155804
kafka_corr_id:2174  ack:1  iframe:157116
kafka_corr_id:2175  ack:0  iframe:160777
kafka_corr_id:2184  ack:0  iframe:168939
kafka_corr_id:2198  ack:1  iframe:179441
kafka_corr_id:2199  ack:0  iframe:196240
kafka_corr_id:2213  ack:0  iframe:197593
kafka_corr_id:2215  ack:1  iframe:198047
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:3
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.71:58716  frame_count:44  syn_count:0  fin_count:0  rst_count:0  isn:000196606009  "seq_gap_pos_count %":0.0666667  "seq_gap_neg_count %":0
kafka stats  kafka_count:44  kafka_len_tot:000000003432  tcp_payload_len_tot:000000003432  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:2032  iframe:34559
kafka_corr_id:2033  iframe:37123
kafka_corr_id:2035  iframe:38151
kafka_corr_id:2037  iframe:39364
kafka_corr_id:2038  iframe:55523
kafka_corr_id:2057  iframe:78787
kafka_corr_id:2085  iframe:96014
kafka_corr_id:2086  iframe:97321
kafka_corr_id:2091  iframe:113638
kafka_corr_id:2113  iframe:116090
kafka_corr_id:2114  iframe:124496
kafka_corr_id:2119  iframe:130118
kafka_corr_id:2123  iframe:131953
kafka_corr_id:2133  iframe:137920
kafka_corr_id:2134  iframe:138202
kafka_corr_id:2173  iframe:156794
kafka_corr_id:2175  iframe:160575
kafka_corr_id:2179  iframe:165368
kafka_corr_id:2181  iframe:168144
kafka_corr_id:2184  iframe:168864
kafka_corr_id:2185  iframe:169713
kafka_corr_id:2186  iframe:179321
kafka_corr_id:2199  iframe:196150
kafka_corr_id:2212  iframe:197038
kafka_corr_id:2214  iframe:197858
kafka_corr_id:2216  iframe:204562
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:99
frame stats  tcp_pair_key:192.168.110.71:58752-192.168.110.51:1096  frame_count:503  syn_count:0  fin_count:1  rst_count:0  isn:003357886553  "seq_gap_pos_count %":0.196429  "seq_gap_neg_count %":0
kafka stats  kafka_count:18  kafka_len_tot:000017603886  tcp_payload_len_tot:000024239986  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-12
kafka_non_ack_count:5  pct_non_ack!!!:0.263158
kafka req  list  
kafka_corr_id:2074  ack:1  iframe:18993
kafka_corr_id:2079  ack:1  iframe:26901
kafka_corr_id:2101  ack:1  iframe:66399
kafka_corr_id:2107  ack:1  iframe:78792
kafka_corr_id:2112  ack:1  iframe:87670
kafka_corr_id:2147  ack:0  iframe:111009
kafka_corr_id:2149  ack:1  iframe:121964
kafka_corr_id:2160  ack:0  iframe:135780
kafka_corr_id:2181  ack:1  iframe:148314
kafka_corr_id:2186  ack:0  iframe:160760
kafka_corr_id:2194  ack:1  iframe:167502
kafka_corr_id:2198  ack:0  iframe:173295
kafka_corr_id:2199  ack:1  iframe:173872
kafka_corr_id:2202  ack:1  iframe:175296
kafka_corr_id:2205  ack:0  iframe:200115
kafka_corr_id:2225  ack:1  iframe:203514
kafka_corr_id:2227  ack:1  iframe:203638
kafka_corr_id:2235  ack:1  iframe:204517
=============broker to client 
